idx,question,db_id,gold_sql,difficulty,lora_sql,lora_correct,dora_sql,dora_correct,complexity_score,complexity_bucket
235,What are airlines that have flights arriving at airport 'AHD'?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",,SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.Airline WHERE T1.DestAirport  =  'AHD',True,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.uid WHERE T1.DestAirport  =  'AHD',True,1,moderate
236,Which airlines have a flight with destination airport AHD?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",,"SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.Airline JOIN AIRPORTS AS T3 ON T1.DestAirport  =  T3.AirportCode WHERE T3.AirportName  =  ""AHD""",True,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.UID WHERE T1.DestAirport  =  'AHD',True,1,moderate
237,Find all airlines that have flights from both airports 'APG' and 'CVO'.,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",,SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.Airline WHERE T1.SourceAirport  =  'APG' INTERSECT SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.Airline WHERE T1.DestAirport  =  'CVO',True,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.uid WHERE T1.SourceAirport  =  'APG' INTERSECT SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.uid WHERE T1.DestAirport  =  'CVO',True,4,complex
238,Which airlines have departing flights from both APG and CVO airports?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",,SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.Airline JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T3.AirportCode  =  'APG' INTERSECT SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.Airline JOIN AIRPORTS AS T3 ON T1.DestAirport  =  T3.AirportCode,True,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.UID WHERE T1.DestAirport  =  'APG' INTERSECT SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.UID WHERE T1.DestAirport  =  'CVO',True,4,complex
239,Find all airlines that have flights from airport 'CVO' but not from 'APG'.,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",,SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRPLINES AS T2 ON T1.Airline  =  T2.Airline WHERE T1.SourceAirport  =  'CVO' EXCEPT SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRPLINES AS T2 ON T1.Airline  =  T2.Airline WHERE T1.SourceAirport  =  'APG',False,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.uid WHERE T1.SourceAirport  =  'CVO' EXCEPT SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.uid WHERE T1.SourceAirport  =  'APG',True,4,complex
240,Which airlines have departures from CVO but not from APG airports?,flight_2,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",,SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRPLINES AS T2 ON T1.Airline  =  T2.Airline WHERE T1.DestinationAirport  =  'APG' EXCEPT SELECT T1.Airline FROM FLIGHTS AS T1 JOIN AIRPLINES AS T2 ON T1.Airline  =  T2.Airline WHERE T1.DestinationAirport  =  'CVO',False,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.UID WHERE T1.SourceAirport  =  'CVO' EXCEPT SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.UID WHERE T1.SourceAirport  =  'APG',True,4,complex
241,Find all airlines that have at least 10 flights.,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,,SELECT airline FROM airlines GROUP BY airline HAVING count(*)  >=  10,False,SELECT T1.Airline FROM Flights AS T1 JOIN Airlines AS T2 ON T1.Airline  =  T2.UID GROUP BY T1.Airline HAVING count(*)  >=  10,False,4,complex
242,Which airlines have at least 10 flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,,SELECT airline FROM airlines GROUP BY airline HAVING count(*)  >=  10,False,SELECT airline FROM airlines WHERE airline_id  IN (SELECT airline_id FROM flights GROUP BY airline_id HAVING count(*)  >=  10),False,4,complex
243,Find all airlines that have fewer than 200 flights.,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,,SELECT airline FROM airlines WHERE airline  <  (SELECT airline FROM flights GROUP BY airline HAVING count(*)  <  200),False,SELECT Airline FROM AIRLINES WHERE uid NOT IN (SELECT Airline FROM FLIGHTS GROUP BY Airline HAVING count(*)  <  200),False,4,complex
244,Which airlines have less than 200 flights?,flight_2,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,,SELECT airline FROM FLIGHTS GROUP BY airline HAVING count(*)  <  200,False,SELECT airline FROM FLIGHTS GROUP BY airline HAVING count(*)  <  200,False,4,complex
245,"What are flight numbers of Airline ""United Airlines""?",flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",,"SELECT FlightNo FROM Flights WHERE Airline  =  ""United Airlines""",False,"SELECT T2.flightno FROM flights AS T1 JOIN airlines AS T2 ON T1.airline  =  T2.airline WHERE T1.airline  =  ""United Airlines""",False,1,moderate
246,Which flight numbers correspond to United Airlines flights?,flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",,SELECT flightno FROM flights WHERE airline  =  'United',False,"SELECT FlightNo FROM Flights WHERE Airline  =  ""United""",False,1,moderate
247,"What are flight numbers of flights departing from Airport ""APG""?",flight_2,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",,"SELECT FlightNo FROM Flights WHERE SourceAirport  =  ""APG""",True,"SELECT T2.flightno FROM flights AS T1 JOIN airports AS T2 ON T1.sourceairport  =  T2.airportcode WHERE T2.destairport  =  ""APG""",False,0,simple
248,Give the flight numbers of flights leaving from APG.,flight_2,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",,"SELECT FlightNo FROM Flights WHERE SourceAirport  =  ""APG""",True,"SELECT FlightNo FROM Flights WHERE SourceAirport  =  ""APG""",True,0,simple
249,"What are flight numbers of flights arriving at Airport ""APG""?",flight_2,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",,"SELECT FlightNo FROM Flights WHERE DestAirport  =  ""APG""",True,"SELECT T2.flite FROM flights AS T1 JOIN airports AS T2 ON T1.sourceairport  =  T2.airportcode WHERE T2.destairport  =  ""APG""",False,0,simple
250,Give the flight numbers of flights landing at APG.,flight_2,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",,"SELECT FlightNo FROM Flights WHERE DestAirport  =  ""APG""",True,"SELECT FlightNo FROM Flights WHERE DestAirport  =  ""APG""",True,0,simple
251,"What are flight numbers of flights departing from City ""Aberdeen ""?",flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",,"SELECT FlightNo FROM Flights WHERE SourceAirport  =  ""Aberdeen""",True,"SELECT T2.flite FROM flights AS T1 JOIN airports AS T2 ON T1.sourceairport  =  T2.airportcode WHERE T2.city  =  ""Aberdeen""",False,1,moderate
252,Give the flight numbers of flights leaving from Aberdeen.,flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",,SELECT FlightNo FROM Flights WHERE SourceAirport  =  'Aberdeen',True,"SELECT FlightNo FROM Flights WHERE SourceAirport  =  ""Aberdeen""",True,1,moderate
253,"What are flight numbers of flights arriving at City ""Aberdeen""?",flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",,"SELECT T2.FlightNo FROM Flights AS T1 JOIN Airports AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",False,"SELECT T2.flite FROM flights AS T1 JOIN airports AS T2 ON T1.sourceairport  =  T2.airportcode WHERE T2.city  =  ""Aberdeen""",False,1,moderate
254,Give the flight numbers of flights arriving in Aberdeen.,flight_2,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",,"SELECT T2.FlightNo FROM Flights AS T1 JOIN Airports AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",False,"SELECT T2.flight_no FROM flights AS T1 JOIN airports AS T2 ON T1.source_airport  =  T2.airportcode WHERE T2.city  =  ""Aberdeen""",False,1,moderate
255,Find the number of flights landing in the city of Aberdeen or Abilene.,flight_2,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",,SELECT count(*) FROM flights WHERE destairport  =  'Aberdeen' OR destairport  =  'Abilene',True,SELECT count(*) FROM flights WHERE destairport  =  'Aberdeen' OR destairport  =  'Abilene',True,3,complex
256,How many flights land in Aberdeen or Abilene?,flight_2,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",,SELECT count(*) FROM flights WHERE destairport  =  'Aberdeen' OR destairport  =  'Abilene',True,SELECT count(*) FROM flights WHERE destairport  =  'Aberdeen' OR destairport  =  'Abilene',True,3,complex
257,Find the name of airports which do not have any flight in and out.,flight_2,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),,SELECT T2.AirportName FROM airports AS T1 JOIN airports AS T2 ON T1.AirportCode  =  T2.AirportCode EXCEPT SELECT T1.AirportName FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport UNION SELECT T1.AirportName FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport,True,SELECT T2.AirportName FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport INTERSECT SELECT T2.AirportName FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport,False,3,complex
258,Which airports do not have departing or arriving flights?,flight_2,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),,SELECT City FROM airports EXCEPT SELECT SourceAirport FROM flights UNION SELECT DestAirport FROM flights,False,SELECT AirportName FROM airports EXCEPT SELECT T1.DestAirport FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport EXCEPT SELECT T1.SourceAirport FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport,False,3,complex
259,How many employees are there?,employee_hire_evaluation,SELECT count(*) FROM employee,,SELECT count(*) FROM employee,True,SELECT count(*) FROM employee,True,1,moderate
260,Count the number of employees,employee_hire_evaluation,SELECT count(*) FROM employee,,SELECT count(*) FROM employee,True,SELECT count(*) FROM employee,True,1,moderate
261,Sort employee names by their age in ascending order.,employee_hire_evaluation,SELECT name FROM employee ORDER BY age,,SELECT name FROM employee ORDER BY age ASC,True,SELECT name FROM employee ORDER BY age ASC,True,0,simple
262,List the names of employees and sort in ascending order of age.,employee_hire_evaluation,SELECT name FROM employee ORDER BY age,,SELECT name FROM employee ORDER BY age ASC,True,SELECT name FROM employee ORDER BY age ASC,True,0,simple
263,What is the number of employees from each city?,employee_hire_evaluation,"SELECT count(*) ,  city FROM employee GROUP BY city",,"SELECT city ,  count(*) FROM employee GROUP BY city",False,"SELECT city ,  count(*) FROM employee GROUP BY city",False,2,moderate
264,Count the number of employees for each city.,employee_hire_evaluation,"SELECT count(*) ,  city FROM employee GROUP BY city",,"SELECT count(*) ,  city FROM employee GROUP BY city",True,"SELECT count(*) ,  city FROM employee GROUP BY city",True,2,moderate
265,Which cities do more than one employee under age 30 come from?,employee_hire_evaluation,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,True,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,True,3,complex
266,Find the cities that have more than one employee under age 30.,employee_hire_evaluation,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,,SELECT city FROM employee GROUP BY city HAVING count(*)  >  1 AND min(age)  <  30,False,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,True,3,complex
267,Find the number of shops in each location.,employee_hire_evaluation,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",,"SELECT count(*) ,  location FROM shop GROUP BY location",True,"SELECT count(*) ,  location FROM shop GROUP BY location",True,2,moderate
268,How many shops are there in each location?,employee_hire_evaluation,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",,"SELECT Location ,  COUNT(*) FROM shop GROUP BY Location",False,"SELECT count(*) ,  location FROM shop GROUP BY location",True,2,moderate
269,Find the manager name and district of the shop whose number of products is the largest.,employee_hire_evaluation,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",,"SELECT T2.Manager_name ,  T2.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY count(*) DESC LIMIT 1",False,"SELECT T2.District ,  T2.Manager_name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID JOIN evaluation AS T3 ON T2.Employee_ID  =  T3.Employee_ID GROUP BY T1.Shop_ID ORDER BY count(*) DESC LIMIT 1",False,0,simple
270,What are the manager name and district of the shop that sells the largest number of products?,employee_hire_evaluation,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",,"SELECT T2.manager_name ,  T2.district FROM shop AS T1 JOIN hiring AS T2 ON T1.shop_id  =  T2.shop_id GROUP BY T1.shop_id ORDER BY count(*) DESC LIMIT 1",False,"SELECT T2.District ,  T2.Manager_name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID JOIN evaluation AS T3 ON T2.Employee_ID  =  T3.Employee_ID GROUP BY T1.Shop_ID ORDER BY count(*) DESC LIMIT 1",False,0,simple
271,find the minimum and maximum number of products of all stores.,employee_hire_evaluation,"SELECT min(Number_products) ,  max(Number_products) FROM shop",,"SELECT min(Number_products) ,  max(Number_products) FROM shop",True,"SELECT min(Number_products) ,  max(Number_products) FROM shop",True,2,moderate
272,What are the minimum and maximum number of products across all the shops?,employee_hire_evaluation,"SELECT min(Number_products) ,  max(Number_products) FROM shop",,"SELECT min(Number_products) ,  max(Number_products) FROM shop",True,"SELECT min(Number_products) ,  max(Number_products) FROM shop",True,2,moderate
273,"Return the name, location and district of all shops in descending order of number of products.",employee_hire_evaluation,"SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",,"SELECT T2.Name ,  T2.Location ,  T2.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID ORDER BY T1.Number_products DESC",False,"SELECT T2.Name ,  T2.Location ,  T2.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID ORDER BY T1.Number_products DESC",False,0,simple
274,"Sort all the shops by number products in descending order, and return the name, location and district of each shop.",employee_hire_evaluation,"SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",,"SELECT T1.Name ,  T1.Location ,  T1.District FROM shop AS T1 ORDER BY T1.Number_products DESC",True,"SELECT T2.name ,  T2.location ,  T2.district FROM shop AS T1 JOIN hiring AS T2 ON T1.shop_id  =  T2.shop_id ORDER BY T1.number_products DESC",False,0,simple
275,Find the names of stores whose number products is more than the average number of products.,employee_hire_evaluation,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID HAVING AVG(T2.Number_products)  <  T1.Number_products,False,SELECT T2.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID HAVING count(*)  >  (SELECT avg(T3.number_products) FROM shop AS T3),False,2,moderate
276,Which shops' number products is above the average? Give me the shop names.,employee_hire_evaluation,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID HAVING AVG(T2.Number_products)  <  T1.Number_products,False,SELECT T2.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID HAVING count(*)  >  (SELECT avg(T3.number_products) FROM shop AS T3),False,2,moderate
277,find the name of employee who was awarded the most times in the evaluation.,employee_hire_evaluation,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,,SELECT T1.Name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID  =  T2.Employee_ID GROUP BY T1.Employee_ID ORDER BY count(*) DESC LIMIT 1,False,SELECT T1.name FROM evaluation AS T1 JOIN hiring AS T2 ON T1.Employee_ID  =  T2.Employee_ID GROUP BY T1.Employee_ID ORDER BY count(*) DESC LIMIT 1,False,3,complex
278,Which employee received the most awards in evaluations? Give me the employee name.,employee_hire_evaluation,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,,SELECT T1.Name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID  =  T2.Employee_ID GROUP BY T1.Employee_ID ORDER BY count(*) DESC LIMIT 1,False,SELECT T1.name FROM evaluation AS T1 JOIN hiring AS T2 ON T1.Employee_ID  =  T2.Employee_ID GROUP BY T1.Employee_ID ORDER BY count(*) DESC LIMIT 1,False,3,complex
279,Find the name of the employee who got the highest one time bonus.,employee_hire_evaluation,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,,SELECT T1.name FROM evaluation AS T1 JOIN employee AS T2 ON T1.employee_id  =  T2.employee_id GROUP BY T1.employee_id ORDER BY T1.bonus DESC LIMIT 1,False,SELECT T1.name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID  =  T2.Employee_ID GROUP BY T1.Employee_ID ORDER BY T1.Bonus DESC LIMIT 1,False,1,moderate
280,Which employee received the biggest bonus? Give me the employee name.,employee_hire_evaluation,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,,SELECT T1.Name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID  =  T2.Employee_ID ORDER BY T1.Bonus DESC LIMIT 1,False,SELECT T1.name FROM evaluation AS T1 JOIN hiring AS T2 ON T1.Employee_ID  =  T2.Employee_ID GROUP BY T1.Employee_ID ORDER BY T1.Bonus DESC LIMIT 1,False,1,moderate
281,Find the names of employees who never won any award in the evaluation.,employee_hire_evaluation,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID  =  T2.Employee_ID WHERE T2.Bonus  =  0,False,SELECT T1.name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID  =  T2.Employee_ID WHERE T1.Bonus  =  0,False,1,moderate
282,What are the names of the employees who never received any evaluation?,employee_hire_evaluation,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID  =  T2.Employee_ID WHERE T2.Bonus  =  0,False,SELECT T1.name FROM evaluation AS T1 JOIN employee AS T2 ON T1.Employee_ID  =  T2.Employee_ID WHERE T1.Bonus  =  0,False,1,moderate
283,What is the name of the shop that is hiring the largest number of employees?,employee_hire_evaluation,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,,SELECT T1.Name FROM hiring AS T1 JOIN employee AS T2 ON T1.Employee_ID  =  T2.Employee_ID GROUP BY T1.Shop_ID ORDER BY count(*) DESC LIMIT 1,False,SELECT T1.name FROM shop AS T1 JOIN hiring AS T2 ON T1.shop_id  =  T2.shop_id GROUP BY T1.shop_id ORDER BY count(*) DESC LIMIT 1,True,3,complex
284,Which shop has the most employees? Give me the shop name.,employee_hire_evaluation,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY count(*) DESC LIMIT 1,True,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY count(*) DESC LIMIT 1,True,3,complex
285,Find the name of the shops that do not hire any employee.,employee_hire_evaluation,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID WHERE T2.Is_full_time  =  0,False,SELECT T2.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID EXCEPT SELECT T2.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID,False,1,moderate
286,Which shops run with no employees? Find the shop names,employee_hire_evaluation,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID WHERE T2.Is_full_time  =  0,False,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID WHERE T2.Number_products  =  0,False,1,moderate
287,Find the number of employees hired in each shop; show the shop name as well.,employee_hire_evaluation,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",,"SELECT T1.shop_id ,  count(*) ,  T1.name FROM hiring AS T1 JOIN shop AS T2 ON T1.shop_id  =  T2.shop_id GROUP BY T1.shop_id",False,"SELECT count(*) ,  T1.name FROM hiring AS T1 JOIN shop AS T2 ON T1.shop_id  =  T2.shop_id GROUP BY T1.shop_id",False,3,complex
288,"For each shop, return the number of employees working there and the name of the shop.",employee_hire_evaluation,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",,"SELECT T2.number_products ,  T1.name FROM shop AS T1 JOIN hiring AS T2 ON T1.shop_id  =  T2.shop_id",False,"SELECT count(*) ,  name FROM shop GROUP BY name",False,3,complex
289,What is total bonus given in all evaluations?,employee_hire_evaluation,SELECT sum(bonus) FROM evaluation,,SELECT sum(bonus) FROM evaluation,True,SELECT sum(bonus) FROM evaluation,True,1,moderate
290,Find the total amount of bonus given in all the evaluations.,employee_hire_evaluation,SELECT sum(bonus) FROM evaluation,,SELECT sum(bonus) FROM evaluation,True,SELECT sum(bonus) FROM evaluation,True,1,moderate
291,Give me all the information about hiring.,employee_hire_evaluation,SELECT * FROM hiring,,SELECT * FROM hiring,True,SELECT * FROM hiring,True,0,simple
292,What is all the information about hiring?,employee_hire_evaluation,SELECT * FROM hiring,,SELECT * FROM hiring,True,SELECT * FROM hiring,True,0,simple
293,Which district has both stores with less than 3000 products and stores with more than 10000 products?,employee_hire_evaluation,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,,SELECT T2.District FROM shop AS T1 JOIN evaluation AS T2 ON T1.Shop_ID  =  T2.Shop_ID WHERE T1.Number_products  <  3000 INTERSECT SELECT T2.District FROM shop AS T1 JOIN evaluation AS T2 ON T1.Shop_ID  =  T2.Shop_ID WHERE T1.Number_products  >  10000,False,SELECT T1.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID WHERE T1.District  =  'Central' INTERSECT SELECT T1.District FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID WHERE T1.District  =  'Central',True,2,moderate
